text,vader_sentiment,vader_sentiment_label,
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,0.9134,Positive,
fall down,0,Neutral,
In Study Hall with Brittneyy!!,0,Neutral,
_flo well thats not nice... hope ur all good now,0.3806,Positive,
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,-0.5256,Negative,
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,0.8196,Positive,
 http://twitpic.com/4jguu - wow that is pretty  x,0.7906,Positive,
 that`s great! i was never so good at the jump roping...,0.8886,Positive,
 The cast of True Blood was there,0.4215,Positive,
 morning you,0,Neutral,
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,0.749,Positive,
Working on something exciting... and I cannot tweet about it for several months,0,Neutral,
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",-0.8608,Negative,
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,0.5719,Positive,
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,-0.4588,Negative,
 wat u doin my bad im mixin this song,-0.5423,Negative,
 can I help in any way?,0.4019,Positive,
Signing out for the night - have a good Sunday night all,0.4404,Positive,
 I just got two tickets one for speeding and one for tinted windows,0,Neutral,
@ Cleaning the house! going out at 3 to see a soccergame with friends,0.5255,Positive,
And thanks for the gorgeous flowers.,0.7845,Positive,
It`s good to be home,0.4404,Positive,
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,-0.8176,Negative,
i need to go out of office again.. i am melting..,0,Neutral,
Back home after a funeral for my wife`s grandfather today.  Now its time for homework,-0.3612,Negative,
http://twitpic.com/4wtii - new hair going to greeattt use!,0,Neutral,
Test another update... sorry for bothering all of u guys,-0.4404,Negative,
Calling it a night .... talk to yall tomorrow,0,Neutral,
  that sucks,-0.3612,Negative,
Happy Mothers` Day to my mom and all the mothers in the world,0.5719,Positive,
i want to join drama practice today but i can`t,0.1901,Positive,
#3breakupwords you have changed,0,Neutral,
 oh ok  well im sendin lots of love ****,0.8176,Positive,
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",0.5994,Positive,
" i`ll get my size 40`s out now, straight to the post office  See you later, hun",0.2263,Positive,
 did she tell you why she hasnt? i miss my boge.,0.1139,Positive,
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,0.9514,Positive,
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,0.875,Positive,
ok      Love you girls. but work beckons.  Will come back later for #twpp,0.4939,Positive,
 ... sounds like Jeff has the best job in the world!,0.7901,Positive,
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,-0.2244,Negative,
someone doesn`t feel good...,0,Neutral,
Good Morning people!!! Have a great day,0.8349,Positive,
 u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,0,Neutral,
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,0.2144,Positive,
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",-0.5267,Negative,
 in august with anberlin. they`re not headlining though  and yes there is a perth show,0.4019,Positive,
Got some new clothes  and series one of supernatural on dvd,0,Neutral,
 SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),0,Neutral,
I love Google`s Mothers day theme  http://tr.im/jtl8,0.6369,Positive,
_tha lol  congrats!,0.7574,Positive,
makin tea an its stressin me out,0,Neutral,
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",0.9029,Positive,
 thats terrible  I enjoy being with you every minute!,0.1007,Positive,
 oh jealous. Though you`re missing the fried potato bread,-0.6369,Negative,
"  How vile are people, they have to remove things that have a value",-0.4019,Negative,
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,0.092,Positive,
@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,0.6745,Positive,
 guess I missed out on more than beer and a good time,0.1779,Positive,
watching my favorite tv shows on HULU.com for free,0.743,Positive,
So full from a great lunch and now stuck in traffic,0.5209,Positive,
" well, as i mother & grandma i am a bit in a kidding mode",0.3612,Positive,
very very bad headache that is getting worse by the minute not better.,-0.8617,Negative,
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,-0.6369,Negative,
 but but it was funny when I wrote it,0.5927,Positive,
 Thanks. Busy as **** is good in my book.,0.7003,Positive,
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,0.4215,Positive,
 Thanks. Appreciate it.,0.6808,Positive,
Yay my ears match,0.5267,Positive,
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,-0.7967,Negative,
wonders if anyone would care if she died tomorrow,-0.1027,Negative,
 laundry instead of sitting here. that darn laundry keeps mocking me.,-0.4019,Negative,
Unstable broadband and electricity taking toll on my mental stability.,-0.3612,Negative,
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),0.7096,Positive,
nice weather..looks like its going to rain here in #Delhi.,0.6486,Positive,
My tweetdeck won`t pull up.,0,Neutral,
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,-0.8392,Negative,
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,-0.5574,Negative,
" i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",0,Neutral,
 Oooh you just spoiled my teenage fantasy,0,Neutral,
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",0.8184,Positive,
Yay! I just fixed my blog`s CSS problem that messed up the design,-0.2481,Negative,
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",0.5859,Positive,
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,0,Neutral,
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,0,Neutral,
I`ll be grand....,0,Neutral,
 I love my mom tooo,0.6369,Positive,
i had the best day ever! i missed him. more tomorrow too,0.5093,Positive,
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,0,Neutral,
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",0.3919,Positive,
 ahhh I`m drinking some too!! And bride wars is really good,-0.2479,Negative,
 im missin out on all the fun aww  *cryin* lol,0.7269,Positive,
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",0.4404,Positive,
" Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",0.296,Positive,
COTTIN WITH EMILYYYYYYYY,0,Neutral,
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,0.0772,Positive,
 I have popcorn and fruitcake now...but it`s just not the same as Chocolate,0,Neutral,
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,0.7199,Positive,
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,-0.6083,Negative,
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,-0.3164,Negative,
Going to get a pedicure and the to CPK for lunch,0,Neutral,
Why did everyone seem to leave me this weekend  ....sigh. In bed,-0.0516,Negative,
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,0.4404,Positive,
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",-0.5255,Negative,
At the bus stop there`s always a big pile of loogies. So. Gross.,-0.6801,Negative,
 well keep me posted if it comes out fully thanks,0.6478,Positive,
happy Star Wars day,0.0258,Positive,
"Thanks all for coming out tonight, hope ya had fun!",0.8553,Positive,
 i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,-0.4184,Negative,
things are looking better and better! i think i might be quite happy,0.8775,Positive,
Had fun at the Airshow with the boys today - exhausted,0.2023,Positive,
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,-0.4003,Negative,
one of my cat`s is sick,-0.5106,Negative,
"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",0,Neutral,
I can`t find my camera,0,Neutral,
i think that i`m the only 1 on!!!,0,Neutral,
is feelin it,0,Neutral,
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",0.2732,Positive,
 rofl. room is too small to dance,0.5719,Positive,
@_mmmichelle you`re in france?!?! cheri!,0,Neutral,
 that made me cry  poor hollie ****,-0.7351,Negative,
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",0.4466,Positive,
really annoyed that work appear to have blocked facebook now...,-0.6115,Negative,
Mothers Day,0,Neutral,
_ PrintChick thx for sharen LUV IT,0.3612,Positive,
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ,),0.3612,Positive
Ha! I think I really have lost it. Time to get ready for work.,0.3846,Positive,
 hell yea its hot here  i miss cali,-0.7351,Negative,
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,0.5743,Positive,
 you writing fanfic? me read!,0,Neutral,
 I`m saving up for a three burner weber for next year,0,Neutral,
  Thanks Mr. DJ!,0.4926,Positive,
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,-0.7845,Negative,
" ohh sorry , thats someone else`s pic  my bad",-0.5859,Negative,
" *hugs* Oh gosh, I`m sorry",-0.0772,Negative,
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",0.8957,Positive,
 why do we need to wait another year for toy story 3?!,0,Neutral,
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",0,Neutral,
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,0.0922,Positive,
Biggest food fight/mosh pit ever and i miss it from across the school,-0.1531,Negative,
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,-0.6908,Negative,
#3wordsaftersex it hurts now,-0.4767,Negative,
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",0.9587,Positive,
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,0.6369,Positive,
http://twitpic.com/4wi9p - playing with ethan. i love you baby,0.7184,Positive,
 how come? i want pizza,0.0772,Positive,
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,-0.3612,Negative,
"At every gas station, I look for postcards for   No luck.",0.2023,Positive,
ya i walked into the wall thats why i have a plaster on my neck,0,Neutral,
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,0.5067,Positive,
Guys will go see Constance , logically,0,Neutral
did not sleep a wink last night  X,0,Neutral,
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,-0.5106,Negative,
ahh! big scary bug flying around my room!!!!!,-0.6562,Negative,
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",0.8225,Positive,
 Happy Anoop Day to you too Monica,0.5719,Positive,
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",-0.4019,Negative,
Happy Mothers May to my Mak   Love you always! XOXO.,0.9316,Positive,
 i found out that there`s sushi with fake crab meat and it`s not good for you,-0.6711,Negative,
is thinking about a career change,0,Neutral,
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",-0.1154,Negative,
 what sun?,0,Neutral,
   Well....hopefully someday soon you can get one!,0,Neutral,
Under sooooo much stress lately,-0.4215,Negative,
 me too. ****.,0,Neutral,
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",-0.3919,Negative,
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",-0.4019,Negative,
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,0.128,Positive,
JT should just be a regular on SNL,0.3885,Positive,
 #twappy http://bit.ly/D9qVk,0,Neutral,
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,-0.3595,Negative,
not at all happy...dont know what the reason is,0,Neutral,
"_fan76 ROFL!  THAT`S my problem, only two hands",0.4633,Positive,
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",-0.7425,Negative,
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",0,Neutral,
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,-0.296,Negative,
I know exactly where i should be,0,Neutral,
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",0.2732,Positive,
 thanks to follow. have a nice rest,0.6908,Positive,
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,0.6581,Positive,
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",0.5562,Positive,
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,0,Neutral,
i just saw a bird slowly die right next to me,-0.5994,Negative,
 hahahaha where is that train? I want on! That should be a wild ride,0.1511,Positive,
Love the family feud episode with the kardashians tonight,0.4215,Positive,
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,0.6249,Positive,
Hmmm. http://www.djhero.com/ is down,0,Neutral,
lmao...ummmm nothing...,0,Neutral,
_90 haha agreed  LOL,0.824,Positive,
 hello  I`m up late playing on the internet. I love you!,0.7424,Positive,
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,0,Neutral,
Theyre sappin mah sentry! errr yea... i`m without power at home right now,0,Neutral,
crash in Qmbol,-0.4019,Negative,
 Perth Australia,0,Neutral,
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,0,Neutral,
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",-0.4015,Negative,
Tired.....but can`t go to bed yet.....,0,Neutral,
" You`re a night owl, too, huh?",0,Neutral,
 haha no kidding... I listen to them all day long bud,0.2023,Positive,
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",0.7351,Positive,
" Eat it, it`s good for you",0.4404,Positive,
happy mothers day  esp to my mommy,0.5719,Positive,
 What phone do you have -- an old rotary?,0,Neutral,
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",-0.3804,Negative,
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,0.7096,Positive,
i`m done.haha. HOUSE MD marathon ulet,0,Neutral,
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",-0.6212,Negative,
 got ya - that wouldn`t be so bad tho right?,-0.6696,Negative,
just finish clean up my computer/guest room`s cupboard! my stuffs,0.4574,Positive,
just watched slumdog millionaire  its soo goood i love it :] but its sad!,-0.1882,Negative,
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",0.7177,Positive,
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,0.7989,Positive,
wow its only 9:30,0.5859,Positive,
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",0.8248,Positive,
I hve a blister on my pinky nd it hurts soooo much!,-0.5255,Negative,
watching What Happens In Vegas!,0,Neutral,
"oh happy day!!! nice weather, smiling, happy baby and icecream later",0.9334,Positive,
headed to the beach with puppy maverick hugs and much aloha,0.4939,Positive,
i want to borrow an MX5 this weekend,0.0772,Positive,
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,0.7734,Positive,
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,-0.6486,Negative,
everything is spinning,0,Neutral,
_serafina85 Its headed this way,0,Neutral,
 the DS version sucks,-0.3612,Negative,
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,0.7478,Positive,
 congratulations i am heart hacker not a computer hacker@,0.5994,Positive,
I am going to be sooooo busy today it`s not funny. i hate busy day`s,0.1511,Positive,
 I still have an hour.,0,Neutral,
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,-0.7845,Negative,
" Ouch, give me a heads up so I`ll know when to duck",0,Neutral,
" the problem is, superstars always deliver huge files! too much energy pixels",0.2481,Positive,
I just realised how much i love sundays,0.6369,Positive,
Wish my headache/almost migraine would go away!,0.4574,Positive,
Hairspray in hair + lighter&bong = new haircut,0,Neutral,
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,-0.3164,Negative,
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",0.729,Positive,
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",0.1511,Positive,
"a guy called me AD-HD kid earlier today, and that hurts",-0.4767,Negative,
im surfin..,0,Neutral,
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,0.5106,Positive,
insomniaa.  been trying to sleep for 2 hours . :|,-0.1027,Negative,
HAPPY MOTHERS DAY MAMMA,0.5719,Positive,
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,0.7644,Positive,
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,0.5696,Positive,
 Jealous I wanted see that film,-0.4588,Negative,
_HK very funny,0.4927,Positive,
 and its amazing  x,0.5859,Positive,
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",0.5574,Positive,
Chatting with matt from mercy mercedes lol.,0.6486,Positive,
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,-0.8648,Negative,
 they do indeed  glad to hear everything is good with you. I`m great  life is good,0.9169,Positive,
Scramming a little early. Nibs sounds pathetic.,-0.5719,Negative,
I wash my dishes Like a boss!! LOL,0.7661,Positive,
"I wish I was out of school...But sadly, I still have like another month left.",0.34,Positive,
 MAKE ME ONE! I`m still craving shrimp,0,Neutral,
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,0,Neutral,
is so sorry for letting her down,-0.1513,Negative,
 are you serious!? that bloooooows,0,Neutral,
 Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,0,Neutral,
"DW, that was funny",0.4404,Positive,
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,0.8828,Positive,
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,-0.6486,Negative,
ooo my goddddd, vodafone trouble. no network,-0.5994,Negative
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",0.5411,Positive,
 ur Mom just called. Guess NOT. C U @ 5,0,Neutral,
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),-0.2006,Negative,
i`m not feeling twitter at the moment,-0.0951,Negative,
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",-0.4784,Negative,
_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,0.836,Positive,
I hate when you cant sleep,-0.5719,Negative,
 Edgefest!  or maybe  since you`re driving...,0,Neutral,
" Here`s some healing/sleep energy, sweetie!",0.68,Positive,
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,0.4537,Positive,
 Sorry bro  That`s rough.,-0.0772,Negative,
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,0.8122,Positive,
" GRR. we are only allowed gas grills where i live, it sucks.",-0.3612,Negative,
 Oh no....Sorry to hear that ....,0,Neutral,
 That`s love.,0.6369,Positive,
" its definitely coming, hope ur ready!",0.8122,Positive,
i have so much homework  i think i am going to hide in a corner and cry.,-0.5859,Negative,
Sad that david is leaving tomoro. for a week.,-0.4767,Negative,
 a pleasure Bojan,0.5719,Positive,
Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,-0.128,Negative,
" That sounds good, too!",0.4926,Positive,
_xo Today yeah,0.296,Positive,
It would be that Dover race that they played on Classic.,0.34,Positive,
Humidity is NOT my friend! Just ask my hair,-0.4442,Negative,
 I`m going to Vegas this summer,0,Neutral,
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,-0.5093,Negative,
Kicking like crazy.,0.0258,Positive,
 http://twitpic.com/5ut6j - Poor Thing,-0.4767,Negative,
"home, don`t feel like going to work tomorrow",0.3612,Positive,
Day is going well so far. Meeting until 4 though.,0.2732,Positive,
 thank u sweetie! Can`t wait to set sail with u next week,0.7177,Positive,
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,0.5719,Positive,
the weather is good mmm what to do today??? shame working tomorrow,-0.1877,Negative,
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",0.9699,Positive,
"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",0.4389,Positive,
tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,0,Neutral,
"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",-0.5562,Negative,
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",0.1779,Positive,
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,0.4215,Positive,
But why do I have to spend it in the office,0,Neutral,
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,0.6239,Positive,
" I can`t, I have an exam on wednesday",0,Neutral,
 today was my first day,0,Neutral,
"Need to get an adjustment, neck is all out of whack",0,Neutral,
Omg Cliff Richard songs in my mind? Just why  lol,0.4215,Positive,
" Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?",-0.4019,Negative,
i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ,),0.5719,Positive
Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,0.6449,Positive,
****`m transtelecom,0,Neutral,
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,0.8619,Positive,
Last time we`ll get tacos like this.,0.3612,Positive,
 have you seen the game on the website?! awesomness!!! go on msn!,0,Neutral,
 where?  U magazine?,0,Neutral,
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",0.9046,Positive,
  Great! I`m glad you enjoy them  I hope you have a GREAT day,0.9603,Positive,
Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,0.4538,Positive,
" They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.",0.4118,Positive,
 good morning! Got to be afternoon in Germany,0.4926,Positive,
Getting stressed over a sortie tomorrow. And like I am really really stress..,0.0258,Positive,
"Bread in the oven, room cleaned... almost done with the things on the list for today",0,Neutral,
_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,0.9095,Positive,
stuck here  ~*Lady*~,-0.25,Negative,
"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",-0.4708,Negative,
Leme put this bottle of ciroc in ya..Baby i can make you popular!!,0.5242,Positive,
live chat soooon most likely.,0,Neutral,
"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",-0.3182,Negative,
_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo`sho,-0.1027,Negative,
" It`s not a reg gig yet, but hopefully it will be! Haven`t done massage in a while actually",0.5916,Positive,
About 60 again todayy yayy!!!,0,Neutral,
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,-0.7351,Negative,
in school w. linda doing nothing  ,i miss you,0.1139,Positive
Its weird being at the guy`s house without them here. I don`t like it,0.2023,Positive,
Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,-0.8625,Negative,
 I didn`t even get a chance to shop @ Aldi!,0.3164,Positive,
"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",0.865,Positive,
"I forgot, Happy Mom`s day.",0.5719,Positive,
In a really Good mood for absolutely no reason  tee her,0.1779,Positive,
Hmm I guess where the world is headed 2day....Lets make predictions,0,Neutral,
so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,-0.8442,Negative,
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,0.5707,Positive,
 my baby shut me down,0,Neutral,
 i can still read `em...,0,Neutral,
ah midday - great time for breakfast,0.6249,Positive,
 Wish I could go. Gotta work.,0.4019,Positive,
Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,0.6114,Positive,
I`m back from my first 5K running race   And still alive!,0.4389,Positive,
 curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,-0.4003,Negative,
"Okay, so the only reason I`m not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM",-0.4215,Negative,
 have fun,0.5106,Positive,
At the wedding reception. Having more fun than I thought,0.5563,Positive,
"Just noticed the new sidebar on twitter.com, looks nice",0.4215,Positive,
 I`ll put your name on the list,0,Neutral,
Good morning my fellow tweeters,0.4404,Positive,
 you know I love you.,0.6369,Positive,
I`m feeling higher than Mt Everest,0.128,Positive,
Everyone is working tonight! I`m bored,-0.3382,Negative,
" If you had owned an *actual* cellphone, that would have been video, and called a 'QiK'",0,Neutral,
Oh joy its gong to be a long weekebd... Yipee :*ÃÂ¡,0.5859,Positive,
1:30am goin to sleeeeep,0,Neutral,
 Report your findings to me,0,Neutral,
" Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",0.7562,Positive,
Wondering how come mcdonalds take so long to deliver my food.,0,Neutral,
" lmao...thats sad, kinda discourages me 4rom goin if the **** wack",-0.6915,Negative,
" Yup, but what they going do??? He`s the Mother Effin Champion!!!! LOL",0.4692,Positive,
3oh!3 on the radio  they were amazing yesterday.,0.6239,Positive,
Im mad cuz i cant get any picture to work.,-0.4939,Negative,
 this is the worst,-0.6249,Negative,
my shoes hurt my feet,-0.5267,Negative,
 and i had our first fight,-0.3818,Negative,
Back to work!,0,Neutral,
It`s a beautiful nice day and I`m stuck inside!,0.7177,Positive,
  you disappointed me,-0.4767,Negative,
"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire",0.3612,Positive,
FAWXING CRAYONS,0,Neutral,
 I`m so sorry to hear that you`re in the hospital.  Hope you`ll be better soon.,0.6378,Positive,
a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,-0.3595,Negative,
 Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,0.8478,Positive,
My birthday is now over.,0,Neutral,
 thanks anyway,0.4404,Positive,
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",-0.2263,Negative,
i ate so much,0,Neutral,
"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",0,Neutral,
" i was think of something with a better view, but i am on a tight budget.",0.2382,Positive,
 aww that sounds sad,-0.4767,Negative,
Car shopping with kacy yay,0.5267,Positive,
working the graveyard shift!,-0.3595,Negative,
my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,0.4588,Positive,
